Conference, Main Topic, Dates, City, Recordings
Node.js Interactive Europe 2016, Node.js, "September 15-18, 2016", Amsterdam, https://www.youtube.com/playlist?list=PLfMzBWSH11xaxRcsreXF-jB16geIJ8Foc
